Age_Group,Gender,Department,Job_Level,Tenure,Work_Arrangement,Employment_Type,Training_Recency,Role_Specific_Training,Self_Rated_Knowledge,Phishing_Score,Phishing_Pass,Password_Change_Freq,MFA_Use,Personal_Device_Use,Report_Suspicious_Email,Admin_Privileges,Security_Culture_Perception,Stress_Level,Time_Pressure,IT_Support_Confidence,Incidents_Caused_Category,Incidents_Raw_Count,Security_Behavior_Tags
35-44,Female,IT,Director,5-10 yrs,On-site,Permanent,< 3 months,Yes,4,77,Yes,Often,Always,Often,Sometimes,No,4,3,4,4,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,3,57,No,Sometimes,Always,Sometimes,Always,No,4,5,3,5,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,IT,Entry,3-5 yrs,Fully Remote,Intern,6-12 mo,Yes,2,52,No,Often,Always,Rarely,Always,No,5,3,5,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
35-44,Female,Finance,Intermediate,> 10 yrs,Fully Remote,Permanent,< 3 months,No,4,46,No,Sometimes,Never,Rarely,Rarely,No,1,3,5,2,2-3,3,Remote_Work
25-34,Male,IT,Intermediate,3-5 yrs,Hybrid,Permanent,3-6 mo,No,2,79,Yes,Sometimes,Always,Always,Always,No,4,3,2,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Marketing,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,Yes,4,76,Yes,Often,Never,Never,Sometimes,No,3,2,4,3,2-3,3,Early_Password_Change
35-44,Male,Finance,Manager,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,4,67,Yes,Rarely,Sometimes,Sometimes,Often,No,3,3,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Female,IT,Entry,3-5 yrs,On-site,Permanent,< 3 months,Yes,3,53,No,Often,Always,Always,Often,No,3,4,3,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Sales,Entry,1-3 yrs,On-site,Contractor,> 12 mo,No,1,44,No,Rarely,Always,Often,Sometimes,No,3,3,2,4,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Male,IT,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,No,2,16,No,Sometimes,Sometimes,Always,Sometimes,No,4,3,5,1,2-3,3,"Uses_MFA,Personal_Device_Use"
18-24,Male,Operations,Entry,3-5 yrs,Fully Remote,Permanent,3-6 mo,Yes,3,17,No,Often,Never,Never,Rarely,No,4,4,5,3,0,0,"Early_Password_Change,Remote_Work"
25-34,Male,Operations,Intermediate,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,4,49,No,Often,Always,Rarely,Often,No,5,2,4,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Female,Finance,Entry,< 1 yr,Hybrid,Permanent,Never,Yes,4,57,No,Rarely,Always,Sometimes,Sometimes,No,3,3,4,1,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Female,Operations,Manager,5-10 yrs,Fully Remote,Permanent,6-12 mo,No,4,59,No,Sometimes,Sometimes,Rarely,Sometimes,No,4,4,4,3,1,1,"Uses_MFA,Remote_Work"
25-34,Male,Marketing,Manager,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,1,69,Yes,Often,Always,Never,Often,No,4,4,4,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
18-24,Male,IT,Manager,5-10 yrs,Hybrid,Permanent,3-6 mo,Yes,3,21,No,Rarely,Always,Often,Rarely,No,4,2,2,1,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Female,HR,Manager,< 1 yr,On-site,Permanent,3-6 mo,No,3,47,No,Often,Always,Rarely,Sometimes,No,4,5,4,4,1,1,"Uses_MFA,Early_Password_Change"
25-34,Male,R&D,Director,> 10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,30,No,Sometimes,Never,Sometimes,Often,No,4,4,3,4,2-3,2,"Reports_Phishing,Personal_Device_Use"
45-54,Female,Operations,Manager,3-5 yrs,Fully Remote,Permanent,> 12 mo,No,2,31,No,Often,Always,Rarely,Often,No,4,4,5,4,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
18-24,Male,Operations,Manager,> 10 yrs,Fully Remote,Contractor,> 12 mo,No,4,50,No,Always,Always,Sometimes,Often,No,5,5,5,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,IT,Director,> 10 yrs,On-site,Permanent,3-6 mo,Yes,5,83,Yes,Sometimes,Always,Rarely,Always,No,4,4,2,4,0,0,"Uses_MFA,Reports_Phishing"
35-44,Male,Sales,Intermediate,1-3 yrs,Fully Remote,Permanent,> 12 mo,Yes,5,67,Yes,Rarely,Always,Often,Always,No,4,2,4,5,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,Sales,Entry,< 1 yr,Hybrid,Permanent,> 12 mo,Yes,4,75,Yes,Always,Always,Sometimes,Often,No,5,4,5,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Operations,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,No,3,64,Yes,Sometimes,Never,Often,Often,No,5,2,3,3,>3,5,"Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,HR,Director,5-10 yrs,Hybrid,Permanent,3-6 mo,Yes,3,62,Yes,Always,Never,Never,Often,No,5,2,2,1,1,1,"Early_Password_Change,Reports_Phishing"
45-54,Female,Sales,Entry,5-10 yrs,On-site,Contractor,> 12 mo,Yes,5,57,No,Often,Always,Often,Sometimes,No,2,3,4,3,>3,11,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
18-24,Male,Finance,Manager,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,4,80,Yes,Rarely,Sometimes,Rarely,Often,No,5,5,3,2,1,1,"Uses_MFA,Reports_Phishing"
25-34,Male,Sales,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,No,2,61,Yes,Sometimes,Always,Sometimes,Sometimes,No,4,3,4,2,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Female,Operations,Entry,3-5 yrs,Fully Remote,Permanent,< 3 months,Yes,4,59,No,Often,Always,Sometimes,Rarely,No,2,4,3,3,>3,14,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
35-44,Male,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,No,1,62,Yes,Often,Always,Rarely,Rarely,No,3,4,3,3,1,1,"Uses_MFA,Early_Password_Change"
35-44,Male,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,Yes,5,42,No,Sometimes,Always,Never,Always,No,3,4,3,1,0,0,"Uses_MFA,Reports_Phishing"
18-24,Male,Finance,Entry,< 1 yr,Fully Remote,Permanent,> 12 mo,Yes,4,60,Yes,Often,Always,Sometimes,Rarely,No,2,1,5,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
18-24,Prefer not to say,HR,Director,5-10 yrs,Hybrid,Permanent,3-6 mo,No,5,51,No,Rarely,Sometimes,Rarely,Often,No,1,4,4,4,1,1,"Uses_MFA,Reports_Phishing"
45-54,Non-binary,IT,Intermediate,5-10 yrs,On-site,Permanent,< 3 months,Yes,2,51,No,Never,Always,Sometimes,Always,No,4,4,4,4,>3,16,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Sales,Director,> 10 yrs,Fully Remote,Permanent,6-12 mo,Yes,2,66,Yes,Often,Always,Sometimes,Rarely,Yes,4,3,3,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Male,Sales,Manager,5-10 yrs,Fully Remote,Permanent,6-12 mo,No,4,40,No,Often,Always,Never,Rarely,No,2,4,4,2,1,1,"Uses_MFA,Early_Password_Change,Remote_Work"
35-44,Male,IT,Manager,3-5 yrs,On-site,Permanent,6-12 mo,Yes,5,35,No,Rarely,Never,Rarely,Never,No,3,2,2,4,2-3,2,None
45-54,Male,Sales,Intermediate,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,3,63,Yes,Sometimes,Sometimes,Rarely,Often,No,4,3,4,3,1,1,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Male,IT,Intermediate,1-3 yrs,On-site,Permanent,Never,Yes,4,80,Yes,Always,Always,Never,Sometimes,No,4,2,3,4,1,1,"Uses_MFA,Early_Password_Change"
25-34,Female,Sales,Intermediate,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,2,50,No,Rarely,Always,Sometimes,Always,No,4,3,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Male,HR,Intermediate,1-3 yrs,Fully Remote,Permanent,6-12 mo,Yes,4,59,No,Rarely,Always,Often,Often,No,3,3,5,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Finance,Entry,5-10 yrs,Fully Remote,Permanent,6-12 mo,Yes,4,80,Yes,Rarely,Never,Sometimes,Sometimes,No,5,1,4,4,1,1,"Personal_Device_Use,Remote_Work"
25-34,Male,Finance,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,4,70,Yes,Rarely,Always,Rarely,Always,Yes,4,4,3,3,1,1,"Uses_MFA,Reports_Phishing,Admin_Priv"
18-24,Male,Sales,Entry,1-3 yrs,On-site,Permanent,3-6 mo,Yes,3,46,No,Often,Never,Sometimes,Often,No,3,5,3,4,0,0,"Early_Password_Change,Reports_Phishing,Personal_Device_Use"
45-54,Male,Finance,Entry,3-5 yrs,Fully Remote,Permanent,3-6 mo,Yes,4,78,Yes,Always,Always,Often,Always,No,3,3,3,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Intermediate,3-5 yrs,On-site,Permanent,3-6 mo,No,2,43,No,Sometimes,Always,Always,Rarely,No,3,3,3,4,2-3,3,"Uses_MFA,Personal_Device_Use"
35-44,Female,HR,Entry,< 1 yr,Fully Remote,Permanent,Never,No,4,70,Yes,Sometimes,Always,Often,Often,No,4,3,3,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,Marketing,Manager,< 1 yr,Fully Remote,Permanent,> 12 mo,No,3,56,No,Often,Sometimes,Rarely,Rarely,Yes,2,5,4,5,2-3,3,"Uses_MFA,Early_Password_Change,Remote_Work,Admin_Priv"
35-44,Male,Finance,Manager,3-5 yrs,Hybrid,Permanent,6-12 mo,No,3,61,Yes,Always,Always,Sometimes,Rarely,Yes,4,3,4,5,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
25-34,Female,HR,Intermediate,3-5 yrs,On-site,Permanent,6-12 mo,No,2,21,No,Rarely,Always,Sometimes,Often,Yes,2,4,3,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,HR,Director,> 10 yrs,Hybrid,Permanent,> 12 mo,Yes,1,15,No,Often,Always,Sometimes,Sometimes,No,1,4,3,4,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
45-54,Male,HR,Entry,< 1 yr,Hybrid,Permanent,< 3 months,Yes,4,78,Yes,Often,Always,Never,Often,No,5,4,4,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Male,Finance,Entry,< 1 yr,On-site,Permanent,Never,Yes,3,30,No,Rarely,Never,Sometimes,Rarely,No,3,3,4,4,1,1,Personal_Device_Use
35-44,Male,Operations,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,3,61,Yes,Sometimes,Always,Often,Always,Yes,5,2,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Male,Marketing,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,3,76,Yes,Often,Always,Always,Rarely,No,4,3,4,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
18-24,Female,IT,Manager,5-10 yrs,On-site,Permanent,3-6 mo,No,3,45,No,Sometimes,Never,Rarely,Always,No,5,3,2,3,1,1,Reports_Phishing
55+,Male,Sales,Intermediate,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,3,43,No,Sometimes,Always,Often,Rarely,No,5,2,4,4,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,Finance,Entry,1-3 yrs,Hybrid,Contractor,6-12 mo,Yes,4,83,Yes,Sometimes,Always,Sometimes,Rarely,No,3,2,3,3,0,0,"Uses_MFA,Personal_Device_Use"
45-54,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,> 12 mo,No,3,65,Yes,Never,Always,Often,Never,No,4,1,3,4,1,1,"Uses_MFA,Personal_Device_Use"
55+,Female,Other,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,3,71,Yes,Always,Always,Always,Often,No,3,1,5,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Male,Operations,Intermediate,3-5 yrs,Hybrid,Permanent,Never,Yes,4,48,No,Often,Always,Sometimes,Always,Yes,4,4,4,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,IT,Intermediate,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,3,56,No,Always,Always,Sometimes,Sometimes,No,4,5,2,2,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,IT,Director,> 10 yrs,On-site,Permanent,< 3 months,Yes,2,78,Yes,Sometimes,Always,Rarely,Never,No,5,2,3,4,1,1,Uses_MFA
18-24,Female,IT,Entry,5-10 yrs,Hybrid,Permanent,3-6 mo,Yes,3,83,Yes,Always,Always,Often,Sometimes,No,3,5,2,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Operations,Entry,< 1 yr,Hybrid,Intern,< 3 months,No,3,85,Yes,Sometimes,Always,Sometimes,Rarely,No,5,2,4,2,0,0,"Uses_MFA,Personal_Device_Use"
55+,Female,HR,Intermediate,1-3 yrs,On-site,Contractor,> 12 mo,No,5,26,No,Often,Always,Sometimes,Often,No,3,4,4,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,IT,Intermediate,3-5 yrs,Hybrid,Permanent,6-12 mo,Yes,4,58,No,Sometimes,Always,Sometimes,Always,No,3,4,4,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Male,R&D,Entry,< 1 yr,On-site,Permanent,6-12 mo,Yes,3,58,No,Rarely,Always,Never,Rarely,No,5,4,5,3,2-3,3,Uses_MFA
25-34,Female,Finance,Intermediate,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,2,94,Yes,Sometimes,Always,Rarely,Often,No,1,4,4,4,1,1,"Uses_MFA,Reports_Phishing"
55+,Male,Finance,Director,1-3 yrs,On-site,Contractor,< 3 months,Yes,2,42,No,Rarely,Always,Sometimes,Always,No,4,3,3,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Other,Intermediate,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,3,59,No,Often,Always,Sometimes,Sometimes,No,3,3,3,4,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Female,IT,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,No,3,56,No,Rarely,Sometimes,Often,Always,No,5,4,3,4,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,IT,Director,5-10 yrs,Hybrid,Permanent,> 12 mo,No,3,52,No,Rarely,Always,Often,Sometimes,No,3,5,3,1,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Female,Operations,Intermediate,3-5 yrs,Hybrid,Permanent,> 12 mo,No,2,83,Yes,Rarely,Always,Often,Often,No,4,2,3,5,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Finance,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,1,39,No,Sometimes,Never,Rarely,Often,No,4,3,5,4,2-3,2,Reports_Phishing
35-44,Male,Sales,Manager,1-3 yrs,Fully Remote,Permanent,3-6 mo,Yes,3,63,Yes,Rarely,Always,Rarely,Sometimes,No,3,5,3,1,0,0,"Uses_MFA,Remote_Work"
25-34,Female,R&D,Manager,5-10 yrs,On-site,Permanent,< 3 months,No,5,71,Yes,Sometimes,Always,Sometimes,Often,No,4,4,2,1,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,R&D,Director,< 1 yr,Fully Remote,Permanent,Never,Yes,5,43,No,Rarely,Always,Sometimes,Never,No,2,4,3,1,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,3,51,No,Sometimes,Always,Often,Rarely,No,3,2,5,1,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,IT,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,5,47,No,Often,Sometimes,Never,Rarely,Yes,3,4,5,5,2-3,2,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Female,Sales,Intermediate,1-3 yrs,Hybrid,Permanent,3-6 mo,Yes,4,59,No,Sometimes,Always,Never,Often,Yes,3,3,1,3,0,0,"Uses_MFA,Reports_Phishing,Admin_Priv"
55+,Female,Operations,Entry,5-10 yrs,On-site,Permanent,3-6 mo,Yes,2,54,No,Always,Never,Always,Rarely,No,4,2,3,3,2-3,2,"Early_Password_Change,Personal_Device_Use"
35-44,Male,IT,Entry,< 1 yr,On-site,Permanent,6-12 mo,No,3,48,No,Rarely,Always,Sometimes,Rarely,No,2,5,3,4,1,1,"Uses_MFA,Personal_Device_Use"
18-24,Female,Finance,Entry,3-5 yrs,On-site,Permanent,< 3 months,Yes,5,68,Yes,Often,Never,Rarely,Sometimes,No,5,4,4,2,0,0,Early_Password_Change
25-34,Female,Operations,Entry,5-10 yrs,Hybrid,Permanent,> 12 mo,Yes,3,59,No,Sometimes,Always,Often,Rarely,No,3,5,3,3,2-3,3,"Uses_MFA,Personal_Device_Use"
45-54,Female,Operations,Director,> 10 yrs,Hybrid,Permanent,> 12 mo,Yes,2,53,No,Sometimes,Always,Sometimes,Sometimes,No,4,2,4,4,0,0,"Uses_MFA,Personal_Device_Use"
35-44,Male,Finance,Director,> 10 yrs,Fully Remote,Permanent,3-6 mo,No,3,81,Yes,Sometimes,Always,Sometimes,Always,No,1,1,5,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,Operations,Manager,> 10 yrs,Hybrid,Permanent,6-12 mo,Yes,4,69,Yes,Always,Always,Often,Sometimes,No,3,5,3,5,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
45-54,Female,Sales,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,1,54,No,Often,Always,Often,Sometimes,No,5,4,5,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Female,Sales,Intermediate,> 10 yrs,Hybrid,Contractor,> 12 mo,Yes,2,62,Yes,Sometimes,Always,Sometimes,Often,No,3,3,3,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Sales,Entry,1-3 yrs,On-site,Contractor,> 12 mo,Yes,3,89,Yes,Sometimes,Always,Sometimes,Often,No,1,4,4,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,IT,Manager,3-5 yrs,On-site,Permanent,> 12 mo,Yes,3,67,Yes,Always,Always,Never,Rarely,Yes,1,3,5,3,1,1,"Uses_MFA,Early_Password_Change,Admin_Priv"
35-44,Male,Sales,Entry,< 1 yr,On-site,Permanent,> 12 mo,No,5,64,Yes,Rarely,Always,Often,Often,No,3,3,4,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Male,Marketing,Entry,< 1 yr,Fully Remote,Permanent,3-6 mo,Yes,1,47,No,Never,Always,Sometimes,Always,No,5,4,2,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,HR,Entry,< 1 yr,On-site,Contractor,> 12 mo,No,3,54,No,Often,Sometimes,Sometimes,Always,No,1,3,4,2,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Operations,Director,3-5 yrs,Hybrid,Contractor,3-6 mo,No,2,49,No,Never,Sometimes,Always,Sometimes,No,5,3,3,4,2-3,3,"Uses_MFA,Personal_Device_Use"
18-24,Male,Finance,Entry,5-10 yrs,Hybrid,Permanent,Never,Yes,4,73,Yes,Sometimes,Sometimes,Rarely,Rarely,No,3,4,3,4,1,1,Uses_MFA
25-34,Female,Sales,Intermediate,< 1 yr,Hybrid,Contractor,< 3 months,Yes,4,60,Yes,Sometimes,Sometimes,Sometimes,Often,Yes,4,4,1,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Male,Operations,Director,5-10 yrs,Hybrid,Permanent,Never,No,2,14,No,Rarely,Always,Never,Often,No,5,3,5,4,2-3,2,"Uses_MFA,Reports_Phishing"
25-34,Female,Operations,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,Yes,5,66,Yes,Sometimes,Always,Always,Often,No,5,2,2,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Female,Operations,Entry,< 1 yr,Hybrid,Permanent,< 3 months,No,1,61,Yes,Rarely,Sometimes,Sometimes,Often,No,3,5,5,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Finance,Entry,< 1 yr,Fully Remote,Permanent,6-12 mo,Yes,2,59,No,Sometimes,Always,Rarely,Often,Yes,3,5,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Remote_Work,Admin_Priv"
55+,Female,IT,Director,5-10 yrs,On-site,Permanent,3-6 mo,No,4,35,No,Never,Always,Sometimes,Often,No,2,5,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,Operations,Entry,< 1 yr,On-site,Permanent,> 12 mo,Yes,4,70,Yes,Sometimes,Always,Often,Always,No,3,3,1,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
55+,Male,R&D,Entry,1-3 yrs,Fully Remote,Permanent,6-12 mo,Yes,2,52,No,Sometimes,Always,Often,Always,No,5,3,3,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Entry,< 1 yr,On-site,Permanent,3-6 mo,Yes,2,60,Yes,Often,Never,Sometimes,Often,No,5,3,4,4,1,1,"Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Operations,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,2,54,No,Never,Always,Rarely,Often,No,4,2,3,3,1,1,"Uses_MFA,Reports_Phishing"
25-34,Prefer not to say,Other,Manager,3-5 yrs,On-site,Permanent,< 3 months,Yes,4,43,No,Rarely,Sometimes,Rarely,Sometimes,No,2,4,1,3,2-3,2,Uses_MFA
35-44,Female,Sales,Manager,5-10 yrs,Fully Remote,Permanent,6-12 mo,Yes,5,65,Yes,Often,Sometimes,Sometimes,Often,No,3,4,5,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,IT,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,No,4,96,Yes,Sometimes,Always,Often,Rarely,No,2,4,5,4,1,1,"Uses_MFA,Personal_Device_Use"
18-24,Male,IT,Intermediate,1-3 yrs,Hybrid,Permanent,6-12 mo,No,2,53,No,Always,Always,Often,Often,No,2,4,5,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Female,Finance,Intermediate,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,4,61,Yes,Often,Always,Rarely,Never,No,3,5,1,4,>3,4,"Uses_MFA,Early_Password_Change"
35-44,Male,IT,Manager,> 10 yrs,Fully Remote,Permanent,< 3 months,Yes,4,62,Yes,Sometimes,Always,Never,Often,No,5,4,3,4,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Male,Finance,Entry,< 1 yr,Hybrid,Permanent,6-12 mo,No,4,31,No,Sometimes,Always,Never,Sometimes,No,3,3,5,5,0,0,Uses_MFA
25-34,Female,R&D,Manager,5-10 yrs,On-site,Permanent,3-6 mo,Yes,3,84,Yes,Always,Sometimes,Sometimes,Always,No,3,2,4,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Female,IT,Manager,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,71,Yes,Always,Always,Sometimes,Rarely,No,4,2,2,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Male,IT,Manager,> 10 yrs,On-site,Permanent,3-6 mo,No,1,53,No,Sometimes,Always,Often,Always,No,3,5,3,2,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,HR,Intermediate,3-5 yrs,On-site,Permanent,3-6 mo,No,3,90,Yes,Often,Always,Sometimes,Often,No,3,5,2,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Non-binary,HR,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,3,83,Yes,Rarely,Always,Never,Sometimes,No,2,2,5,5,0,0,Uses_MFA
35-44,Male,Finance,Entry,< 1 yr,Fully Remote,Permanent,> 12 mo,No,2,33,No,Sometimes,Always,Always,Never,No,3,4,2,4,2-3,3,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,R&D,Director,3-5 yrs,Fully Remote,Permanent,< 3 months,Yes,3,53,No,Rarely,Always,Often,Often,No,1,3,4,2,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Female,R&D,Entry,3-5 yrs,Fully Remote,Permanent,< 3 months,No,5,81,Yes,Rarely,Always,Often,Always,No,5,2,3,2,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Executive,> 10 yrs,Hybrid,Permanent,Never,No,3,42,No,Always,Always,Never,Sometimes,No,3,4,3,4,1,1,"Uses_MFA,Early_Password_Change"
25-34,Male,Other,Intermediate,5-10 yrs,Hybrid,Permanent,6-12 mo,No,3,62,Yes,Sometimes,Always,Sometimes,Always,Yes,1,5,3,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Non-binary,R&D,Director,5-10 yrs,Fully Remote,Permanent,< 3 months,Yes,3,41,No,Sometimes,Always,Never,Often,No,3,4,3,4,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
45-54,Male,Finance,Director,> 10 yrs,Hybrid,Permanent,< 3 months,Yes,3,71,Yes,Never,Always,Sometimes,Sometimes,No,4,3,4,4,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Female,R&D,Entry,5-10 yrs,Hybrid,Permanent,3-6 mo,Yes,3,71,Yes,Always,Always,Sometimes,Sometimes,No,2,3,5,4,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Female,Marketing,Entry,5-10 yrs,On-site,Permanent,< 3 months,No,4,24,No,Sometimes,Always,Always,Always,No,3,5,3,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
